RequestID,System,Category,ManufacturerPreference,ProductFamily,RequestedPart,MLFBOrSearchKey,PartSelection,Priority,ThreeDModel,TwoDDrawing,IECSymbol,NFPAJICSymbol,TerminalPinMap,ElectricalMacro,CableWorkbenchAsset,SourceURL,SourceBasis,VerificationStatus,DownloadStatus,Notes
CAD-0078,Machine safety,Safety control,Siemens,SIRIUS 3SK1/3SK2,24 VDC safety relay,Siemens SIRIUS 3SK1/3SK2 24 VDC safety relay,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0079,Machine safety,Safety control,Siemens,SIRIUS 3SK,Safety output expansion module,Siemens SIRIUS 3SK Safety output expansion module,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0080,Machine safety,Safety control,Siemens,SIRIUS 3SK,Device connector or wiring base,Siemens SIRIUS 3SK Device connector or wiring base,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0081,Machine safety,Safety control,Siemens,SIRIUS 3RT,Safety contactor 1,Siemens SIRIUS 3RT Safety contactor 1,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0082,Machine safety,Safety control,Siemens,SIRIUS 3RT,Safety contactor 2,Siemens SIRIUS 3RT Safety contactor 2,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0083,Machine safety,Safety control,Siemens,SIRIUS,Positively guided feedback contacts,Siemens SIRIUS Positively guided feedback contacts,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0084,Machine safety,Safety control,Siemens,SIRIUS,Safety contactor surge suppressor,Siemens SIRIUS Safety contactor surge suppressor,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0085,Machine safety,Safety control,Siemens,SIRIUS ACT 3SU1,Manual safety reset button,Siemens SIRIUS ACT 3SU1 Manual safety reset button,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0086,Machine safety,Safety control,Siemens,SIRIUS ACT 3SU1,Key-operated safety reset,Siemens SIRIUS ACT 3SU1 Key-operated safety reset,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Exact architecture requires a documented machine risk assessment and safety validation.
CAD-0087,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Feed-through terminal,Siemens 8WH Feed-through terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0088,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Two-level terminal,Siemens 8WH Two-level terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0089,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Three-level terminal,Siemens 8WH Three-level terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0090,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,PE/ground terminal,Siemens 8WH PE/ground terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0091,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Neutral terminal,Siemens 8WH Neutral terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0092,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Disconnect/knife terminal,Siemens 8WH Disconnect/knife terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0093,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Fused terminal,Siemens 8WH Fused terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0094,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Sensor/actuator distribution terminal,Siemens 8WH Sensor/actuator distribution terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0095,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Thermocouple terminal,Siemens 8WH Thermocouple terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0096,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Shield connection terminal,Siemens 8WH Shield connection terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0097,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,End plate,Siemens 8WH End plate,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0098,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,End bracket/stop,Siemens 8WH End bracket/stop,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0099,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Partition plate,Siemens 8WH Partition plate,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0100,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Fixed bridge,Siemens 8WH Fixed bridge,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0101,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Plug-in bridge,Siemens 8WH Plug-in bridge,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0102,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Test plug/socket,Siemens 8WH Test plug/socket,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0103,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Marker carrier and terminal marker,Siemens 8WH Marker carrier and terminal marker,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0104,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Group marker,Siemens 8WH Group marker,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0105,Panel wiring,Terminal strip,Siemens,8WH terminal blocks,Shield busbar and clamp,Siemens 8WH Shield busbar and clamp,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Multilevel terminals require a separate identity and connection-point map for every level.
CAD-0106,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Slotted wiring duct,Slotted wiring duct,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0107,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Solid-wall wiring duct,Solid-wall wiring duct,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0108,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Wiring duct cover,Wiring duct cover,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0109,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Horizontal duct,Horizontal duct,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0110,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Vertical duct,Vertical duct,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0111,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,DIN rail 35 x 7.5 mm,DIN rail 35 x 7.5 mm,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0112,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,DIN rail 35 x 15 mm,DIN rail 35 x 15 mm,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0113,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Mounting channel,Mounting channel,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0114,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Cable tray or ladder tray,Cable tray or ladder tray,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0115,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Wireway,Wireway,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0116,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Bend,Bend,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0117,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Tee,Tee,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0118,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Reducer,Reducer,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0119,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Coupler,Coupler,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0120,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,End cap,End cap,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0121,Panel wiring,Wire duct and tray,Vendor neutral,Project-selected routing hardware,Divider,Divider,Configuration required,1,Required,Required,Not applicable,Not applicable,Not applicable,Not applicable,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Panduit, Phoenix Contact, Weidmuller, nVent HOFFMAN, Iboco, or Legrand family; do not ship generic geometry as a procured part."
CAD-0122,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,"Emergency-stop complete unit, twist release",3SU1100-1HB20-1FG0,Exact catalog seed,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,Current Siemens Industry Mall product listing,Official product identity verified; CAD file availability and lifecycle still need download review,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0123,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,"Emergency-stop actuator, twist release",3SU1000-1HB20-0AA0,Exact catalog seed,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,Current Siemens Industry Mall product listing,Official product identity verified; CAD file availability and lifecycle still need download review,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0124,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,"Emergency stop, pull release",Siemens 3SU1 emergency stop pull release,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0125,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,Illuminated emergency stop,Siemens 3SU1 illuminated emergency stop,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0126,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,Emergency stop with protective shroud,Siemens 3SU1 emergency stop shroud,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0127,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,Emergency stop in yellow enclosure,Siemens 3SU1 emergency stop enclosure,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0128,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,Positive-opening NC contact block,Siemens 3SU1 positive opening NC contact,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0129,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,NO monitoring contact,Siemens 3SU1 NO contact block,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0130,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,3SU1 holder,Siemens 3SU1 holder,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0131,Operator safety,Emergency stop,Siemens,SIRIUS ACT 3SU1,Emergency-stop legend/backing plate,Siemens 3SU1 emergency stop backing plate,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Safety channel count and contact arrangement must match the validated safety circuit.
CAD-0132,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Green illuminated START momentary NO,Siemens 3SU1 Green illuminated START momentary NO,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0133,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Red illuminated STOP momentary NC,Siemens 3SU1 Red illuminated STOP momentary NC,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0134,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Amber illuminated FAULT RESET,Siemens 3SU1 Amber illuminated FAULT RESET,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0135,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Blue illuminated operator request,Siemens 3SU1 Blue illuminated operator request,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0136,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,White illuminated control power ON,Siemens 3SU1 White illuminated control power ON,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0137,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Black non-illuminated JOG,Siemens 3SU1 Black non-illuminated JOG,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0138,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Two-position maintained selector,Siemens 3SU1 Two-position maintained selector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0139,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Three-position selector,Siemens 3SU1 Three-position selector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0140,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Spring-return selector,Siemens 3SU1 Spring-return selector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0141,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Keyed AUTO/MANUAL selector,Siemens 3SU1 Keyed AUTO/MANUAL selector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0142,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Illuminated reset button,Siemens 3SU1 Illuminated reset button,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0143,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Red pilot light,Siemens 3SU1 Red pilot light,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0144,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Amber pilot light,Siemens 3SU1 Amber pilot light,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0145,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Green pilot light,Siemens 3SU1 Green pilot light,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0146,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Blue pilot light,Siemens 3SU1 Blue pilot light,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0147,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,White pilot light,Siemens 3SU1 White pilot light,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0148,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Contact block,Siemens 3SU1 Contact block,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0149,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,LED module,Siemens 3SU1 LED module,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0150,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Holder,Siemens 3SU1 Holder,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0151,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Legend plate,Siemens 3SU1 Legend plate,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0152,Operator controls,Pushbutton and indication,Siemens,SIRIUS ACT 3SU1,Operator enclosure,Siemens 3SU1 Operator enclosure,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Actuator, holder, contacts, LED, legend, and enclosure remain separate linked parts."
CAD-0153,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Mounting base,Siemens 8WD44 8WD46 Mounting base,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0154,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Vertical tube,Siemens 8WD44 8WD46 Vertical tube,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0155,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Angle bracket,Siemens 8WD44 8WD46 Angle bracket,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0156,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Connection element,Siemens 8WD44 8WD46 Connection element,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
