request_id,manufacturer,product_family,requested_part,part_key,selection_state,status,official_lookup_url,local_path,sha256,revision,document_date
CAD-0164,Siemens,8WD44/8WD46 signaling column,IO-Link stack-light assembly,Siemens 8WD44 8WD46 IO-Link stack-light assembly,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0165,Siemens,8WD44/8WD46 signaling column,Conventional 24 VDC stack-light assembly,Siemens 8WD44 8WD46 Conventional 24 VDC stack-light assembly,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0166,Siemens,SIRIUS 3SE71,Single-sided pull-rope safety switch,Siemens 3SE71 Single-sided pull-rope safety switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0167,Siemens,SIRIUS 3SE71,Two-sided pull-rope safety switch,Siemens 3SE71 Two-sided pull-rope safety switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0168,Siemens,SIRIUS 3SE71,Pull-rope switch with emergency-stop button,Siemens 3SE71 Pull-rope switch with emergency-stop button,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0169,Siemens,SIRIUS 3SE71,Pull rope,Siemens 3SE71 Pull rope,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0170,Siemens,SIRIUS 3SE71,Red rope marker flags,Siemens 3SE71 Red rope marker flags,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0171,Siemens,SIRIUS 3SE71,Rope tensioner,Siemens 3SE71 Rope tensioner,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0172,Siemens,SIRIUS 3SE71,Tension spring,Siemens 3SE71 Tension spring,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0173,Siemens,SIRIUS 3SE71,Turnbuckle,Siemens 3SE71 Turnbuckle,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0174,Siemens,SIRIUS 3SE71,Eye bolts,Siemens 3SE71 Eye bolts,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0175,Siemens,SIRIUS 3SE71,Rope thimbles,Siemens 3SE71 Rope thimbles,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0176,Siemens,SIRIUS 3SE71,Rope clamps,Siemens 3SE71 Rope clamps,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0177,Siemens,SIRIUS 3SE71,Support pulleys,Siemens 3SE71 Support pulleys,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0178,Siemens,SIRIUS 3SE71,Corner pulleys,Siemens 3SE71 Corner pulleys,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0179,Siemens,SIRIUS 3SE71,End anchor,Siemens 3SE71 End anchor,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0180,Siemens,SIRIUS 3SE71,Reset mechanism,Siemens 3SE71 Reset mechanism,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0181,Siemens,SIRIUS 3SE71,Mounting bracket,Siemens 3SE71 Mounting bracket,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0182,Siemens,SIRIUS 3SE71,Status indicator,Siemens 3SE71 Status indicator,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0183,Siemens,SIRIUS 3SE5/3SE6,Metal-body limit switch,Siemens 3SE5 3SE6 Metal-body limit switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0184,Siemens,SIRIUS 3SE5/3SE6,Plastic-body limit switch,Siemens 3SE5 3SE6 Plastic-body limit switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0185,Siemens,SIRIUS 3SE5/3SE6,Rounded plunger head,Siemens 3SE5 3SE6 Rounded plunger head,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0186,Siemens,SIRIUS 3SE5/3SE6,Roller plunger head,Siemens 3SE5 3SE6 Roller plunger head,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0187,Siemens,SIRIUS 3SE5/3SE6,Roller lever head,Siemens 3SE5 3SE6 Roller lever head,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0188,Siemens,SIRIUS 3SE5/3SE6,Adjustable roller lever head,Siemens 3SE5 3SE6 Adjustable roller lever head,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0189,Siemens,SIRIUS 3SE5/3SE6,Fork lever head,Siemens 3SE5 3SE6 Fork lever head,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0190,Siemens,SIRIUS 3SE5/3SE6,Hinge lever head,Siemens 3SE5 3SE6 Hinge lever head,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0191,Siemens,SIRIUS 3SE5/3SE6,Separate actuator,Siemens 3SE5 3SE6 Separate actuator,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0192,Siemens,SIRIUS 3SE5/3SE6,Positive-opening safety position switch,Siemens 3SE5 3SE6 Positive-opening safety position switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0193,Siemens,SIRIUS 3SE5/3SE6,Guard-door position switch,Siemens 3SE5 3SE6 Guard-door position switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0194,Siemens,SIRIUS 3SE5/3SE6,Solenoid guard interlock,Siemens 3SE5 3SE6 Solenoid guard interlock,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0195,Siemens,SIRIUS 3SE5/3SE6,Coded RFID safety switch,Siemens 3SE5 3SE6 Coded RFID safety switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0196,Siemens,SIRIUS 3SE5/3SE6,Magnetic safety switch,Siemens 3SE5 3SE6 Magnetic safety switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0197,Siemens,SIRIUS 3SE5/3SE6,Safety hinge switch,Siemens 3SE5 3SE6 Safety hinge switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0198,Vendor neutral,Project-selected industrial sensor,Inductive proximity sensor,Inductive proximity sensor,Configuration required,pending_part_selection,,,,,
CAD-0199,Vendor neutral,Project-selected industrial sensor,Capacitive proximity sensor,Capacitive proximity sensor,Configuration required,pending_part_selection,,,,,
CAD-0200,Vendor neutral,Project-selected industrial sensor,Diffuse photoelectric sensor,Diffuse photoelectric sensor,Configuration required,pending_part_selection,,,,,
CAD-0201,Vendor neutral,Project-selected industrial sensor,Retroreflective sensor,Retroreflective sensor,Configuration required,pending_part_selection,,,,,
CAD-0202,Vendor neutral,Project-selected industrial sensor,Reflector,Reflector,Configuration required,pending_part_selection,,,,,
CAD-0203,Vendor neutral,Project-selected industrial sensor,Through-beam transmitter,Through-beam transmitter,Configuration required,pending_part_selection,,,,,
CAD-0204,Vendor neutral,Project-selected industrial sensor,Through-beam receiver,Through-beam receiver,Configuration required,pending_part_selection,,,,,
CAD-0205,Vendor neutral,Project-selected industrial sensor,Ultrasonic sensor,Ultrasonic sensor,Configuration required,pending_part_selection,,,,,
CAD-0206,Vendor neutral,Project-selected industrial sensor,Magnetic cylinder sensor,Magnetic cylinder sensor,Configuration required,pending_part_selection,,,,,
CAD-0207,Siemens,SIMATIC HMI Basic,KTP400 Basic Color,6AV2123-2DB03-0AX0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0208,Siemens,SIMATIC HMI Basic,KTP700 Basic Color,6AV2123-2GB03-0AX0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0209,Siemens,SIMATIC HMI Basic,KTP900 Basic Color,6AV2123-2JB03-0AX0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0210,Siemens,SIMATIC HMI Basic,KTP1200 Basic Color,6AV2123-2MB03-0AX0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0211,Siemens,SIMATIC HMI Unified,MTP700 Unified Basic,Siemens MTP700 Unified Basic,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0212,Siemens,SIMATIC HMI Unified,MTP1000 Unified Basic,Siemens MTP1000 Unified Basic,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0213,Siemens,SIMATIC HMI Unified,MTP700 Unified Comfort,Siemens MTP700 Unified Comfort,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0214,Siemens,SIMATIC HMI Unified,MTP1000 Unified Comfort,Siemens MTP1000 Unified Comfort,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0215,Siemens,SIMATIC HMI Unified,MTP1200 Unified Comfort,Siemens MTP1200 Unified Comfort,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0216,Siemens,SIMATIC HMI Unified,MTP1500 Unified Comfort,Siemens MTP1500 Unified Comfort,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0217,Siemens,SITRANS temperature,SITRANS TS100 temperature sensor,Siemens SITRANS TS100 temperature sensor,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0218,Siemens,SITRANS temperature,SITRANS TS200 compact temperature sensor,Siemens SITRANS TS200 compact temperature sensor,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0219,Siemens,SITRANS temperature,SITRANS TS300 temperature sensor,Siemens SITRANS TS300 temperature sensor,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0220,Siemens,SITRANS temperature,SITRANS TS500 process assembly,Siemens SITRANS TS500 process assembly,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0221,Siemens,SITRANS temperature,SITRANS TH100 head transmitter,Siemens SITRANS TH100 head transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0222,Siemens,SITRANS temperature,SITRANS TH200/TH300 head transmitter,Siemens SITRANS TH200/TH300 head transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0223,Siemens,SITRANS temperature,SITRANS TH320/TH420 HART transmitter,Siemens SITRANS TH320/TH420 HART transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0224,Siemens,SITRANS temperature,SITRANS TF field-mounted transmitter,Siemens SITRANS TF field-mounted transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0225,Siemens,SITRANS temperature,Pt100 RTD probe,Siemens Pt100 RTD probe,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0226,Siemens,SITRANS temperature,Thermocouple assembly,Siemens Thermocouple assembly,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0227,Siemens,SITRANS temperature,Thermowell,Siemens Thermowell,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0228,Siemens,SITRANS temperature,Transmitter head,Siemens Transmitter head,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0229,Siemens,SITRANS temperature,DIN-rail temperature transmitter,Siemens DIN-rail temperature transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0230,Siemens,SITRANS pressure,SITRANS P200 compact pressure transmitter,Siemens SITRANS P200 compact pressure transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0231,Siemens,SITRANS pressure,SITRANS P210 compact pressure transmitter,Siemens SITRANS P210 compact pressure transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0232,Siemens,SITRANS pressure,SITRANS P220 compact pressure transmitter,Siemens SITRANS P220 compact pressure transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0233,Siemens,SITRANS pressure,SITRANS P300 hygienic pressure transmitter,Siemens SITRANS P300 hygienic pressure transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0234,Siemens,SITRANS pressure,SITRANS P320 pressure transmitter,Siemens SITRANS P320 pressure transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0235,Siemens,SITRANS pressure,SITRANS P420 pressure transmitter,Siemens SITRANS P420 pressure transmitter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0236,Siemens,SITRANS pressure,Gauge-pressure configuration,Siemens Gauge-pressure configuration,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0237,Siemens,SITRANS pressure,Absolute-pressure configuration,Siemens Absolute-pressure configuration,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0238,Siemens,SITRANS pressure,Differential-pressure configuration,Siemens Differential-pressure configuration,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0239,Siemens,SITRANS pressure,Flush-diaphragm configuration,Siemens Flush-diaphragm configuration,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0240,Siemens,SITRANS pressure,Three- or five-valve manifold,Siemens Three- or five-valve manifold,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0241,Siemens,SITRANS pressure,Root valve,Siemens Root valve,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0242,Siemens,SITRANS pressure,Impulse tubing and fittings,Siemens Impulse tubing and fittings,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0243,Siemens,SITRANS pressure,Pressure-transmitter mounting bracket,Siemens Pressure-transmitter mounting bracket,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0244,Siemens,24 VDC two-wire 4-20 mA loop,24 VDC loop power source,24 VDC loop power source,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0245,Vendor neutral,24 VDC two-wire 4-20 mA loop,Fused/electronically protected distribution terminal,Fused/electronically protected distribution terminal,Configuration required,pending_part_selection,,,,,
CAD-0246,Vendor neutral,24 VDC two-wire 4-20 mA loop,Disconnect/test terminal,Disconnect/test terminal,Configuration required,pending_part_selection,,,,,
CAD-0247,Siemens,24 VDC two-wire 4-20 mA loop,Analog input module,Analog input module,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0248,Vendor neutral,24 VDC two-wire 4-20 mA loop,Shielded twisted-pair cable,Shielded twisted-pair cable,Configuration required,pending_part_selection,,,,,
CAD-0249,Vendor neutral,24 VDC two-wire 4-20 mA loop,Shield clamp and grounding point,Shield clamp and grounding point,Configuration required,pending_part_selection,,,,,
CAD-0250,Vendor neutral,24 VDC two-wire 4-20 mA loop,Cable gland or cord grip,Cable gland or cord grip,Configuration required,pending_part_selection,,,,,
CAD-0251,Vendor neutral,24 VDC two-wire 4-20 mA loop,Loop surge protector,Loop surge protector,Configuration required,pending_part_selection,,,,,
CAD-0252,Vendor neutral,24 VDC two-wire 4-20 mA loop,Galvanic isolator,Galvanic isolator,Configuration required,pending_part_selection,,,,,
CAD-0253,Vendor neutral,24 VDC two-wire 4-20 mA loop,Field junction box,Field junction box,Configuration required,pending_part_selection,,,,,
CAD-0254,Vendor neutral,24 VDC two-wire 4-20 mA loop,Terminal markers,Terminal markers,Configuration required,pending_part_selection,,,,,
CAD-0255,Vendor neutral,24 VDC two-wire 4-20 mA loop,Wire markers,Wire markers,Configuration required,pending_part_selection,,,,,
CAD-0256,Vendor neutral,24 VDC two-wire 4-20 mA loop,Ferrules,Ferrules,Configuration required,pending_part_selection,,,,,
CAD-0257,Vendor neutral,Project-selected galvanized outlet assembly,Galvanized industrial outlet box,Galvanized industrial outlet box,Configuration required,pending_part_selection,,,,,
CAD-0258,Vendor neutral,Project-selected galvanized outlet assembly,Industrial receptacle,Industrial receptacle,Configuration required,pending_part_selection,,,,,
CAD-0259,Vendor neutral,Project-selected galvanized outlet assembly,Weatherproof cover,Weatherproof cover,Configuration required,pending_part_selection,,,,,
CAD-0260,Vendor neutral,Project-selected galvanized outlet assembly,GFCI protection,GFCI protection,Configuration required,pending_part_selection,,,,,
CAD-0261,Vendor neutral,Project-selected galvanized outlet assembly,Branch circuit breaker,Branch circuit breaker,Configuration required,pending_part_selection,,,,,
CAD-0262,Vendor neutral,Project-selected galvanized outlet assembly,Equipment-ground terminal,Equipment-ground terminal,Configuration required,pending_part_selection,,,,,
CAD-0263,Vendor neutral,Project-selected galvanized outlet assembly,Neutral terminal,Neutral terminal,Configuration required,pending_part_selection,,,,,
CAD-0264,Vendor neutral,Project-selected galvanized outlet assembly,DIN-rail grounding block,DIN-rail grounding block,Configuration required,pending_part_selection,,,,,
CAD-0265,Vendor neutral,Project-selected galvanized outlet assembly,Cable gland or conduit hub,Cable gland or conduit hub,Configuration required,pending_part_selection,,,,,
CAD-0266,Vendor neutral,Project-selected galvanized outlet assembly,Rigid conduit fitting,Rigid conduit fitting,Configuration required,pending_part_selection,,,,,
CAD-0267,Vendor neutral,Project-selected galvanized outlet assembly,Flexible conduit fitting,Flexible conduit fitting,Configuration required,pending_part_selection,,,,,
CAD-0268,Vendor neutral,Project-selected galvanized outlet assembly,Cord connector,Cord connector,Configuration required,pending_part_selection,,,,,
CAD-0269,Vendor neutral,Project-selected galvanized outlet assembly,Voltage/warning label,Voltage/warning label,Configuration required,pending_part_selection,,,,,
CAD-0270,Vendor neutral,Project-selected galvanized outlet assembly,Mounting hardware,Mounting hardware,Configuration required,pending_part_selection,,,,,
CAD-0271,Vendor neutral,Project-approved termination system,Insulated single-wire ferrule,Insulated single-wire ferrule,Configuration required,pending_part_selection,,,,,
CAD-0272,Vendor neutral,Project-approved termination system,Twin ferrule,Twin ferrule,Configuration required,pending_part_selection,,,,,
CAD-0273,Vendor neutral,Project-approved termination system,Long-barrel ferrule,Long-barrel ferrule,Configuration required,pending_part_selection,,,,,
CAD-0274,Vendor neutral,Project-approved termination system,Ferrule assortment by conductor size,Ferrule assortment by conductor size,Configuration required,pending_part_selection,,,,,
CAD-0275,Vendor neutral,Project-approved termination system,Ratcheting ferrule crimp tool,Ratcheting ferrule crimp tool,Configuration required,pending_part_selection,,,,,
CAD-0276,Vendor neutral,Project-approved termination system,Ring terminal,Ring terminal,Configuration required,pending_part_selection,,,,,
CAD-0277,Vendor neutral,Project-approved termination system,Fork terminal,Fork terminal,Configuration required,pending_part_selection,,,,,
CAD-0278,Vendor neutral,Project-approved termination system,Large-conductor cable lug,Large-conductor cable lug,Configuration required,pending_part_selection,,,,,
CAD-0279,Vendor neutral,Project-approved termination system,Heat-shrink marker,Heat-shrink marker,Configuration required,pending_part_selection,,,,,
CAD-0280,Vendor neutral,Project-approved termination system,Shield termination clamp,Shield termination clamp,Configuration required,pending_part_selection,,,,,
CAD-0281,Vendor neutral,Project-approved termination system,Cord grip/cable gland,Cord grip/cable gland,Configuration required,pending_part_selection,,,,,
CAD-0282,Vendor neutral,Project-approved termination system,RJ45 connector,RJ45 connector,Configuration required,pending_part_selection,,,,,
CAD-0283,Vendor neutral,Project-approved termination system,M12 connector,M12 connector,Configuration required,pending_part_selection,,,,,
CAD-0284,Vendor neutral,Project-approved termination system,D-sub connector,D-sub connector,Configuration required,pending_part_selection,,,,,
CAD-0285,Vendor neutral,Project-approved termination system,Removable terminal connector,Removable terminal connector,Configuration required,pending_part_selection,,,,,
